
2024/09/24 (22:45:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/24 (23:16:47) | ===> btop++ v.1.4.0
2024/09/24 (23:16:47) | INFO: Logger set to INFO
2024/09/24 (23:16:47) | INFO: Running on /dev/pts/0
2024/09/24 (23:16:47) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/24 (23:16:47) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/25 (01:21:18) | ===> btop++ v.1.4.0
2024/09/25 (01:21:18) | INFO: Logger set to INFO
2024/09/25 (01:21:18) | INFO: Running on /dev/pts/1
2024/09/25 (01:21:18) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/25 (01:21:18) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/26 (21:14:32) | ===> btop++ v.1.4.0
2024/09/26 (21:14:32) | INFO: Logger set to INFO
2024/09/26 (21:14:32) | INFO: Running on /dev/pts/2
2024/09/26 (21:14:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/26 (21:14:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/27 (23:00:21) | ===> btop++ v.1.4.0
2024/09/27 (23:00:21) | INFO: Logger set to INFO
2024/09/27 (23:00:21) | INFO: Running on /dev/pts/3
2024/09/27 (23:00:21) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/27 (23:00:21) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/27 (23:16:59) | ===> btop++ v.1.4.0
2024/09/27 (23:16:59) | INFO: Logger set to INFO
2024/09/27 (23:16:59) | INFO: Running on /dev/pts/3
2024/09/27 (23:16:59) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/27 (23:16:59) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/27 (23:18:17) | INFO: Quitting! Runtime: 00:01:18

2024/09/28 (23:45:36) | ===> btop++ v.1.4.0
2024/09/28 (23:45:36) | INFO: Logger set to INFO
2024/09/28 (23:45:36) | INFO: Running on /dev/pts/5
2024/09/28 (23:45:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/28 (23:45:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/29 (00:29:27) | ===> btop++ v.1.4.0
2024/09/29 (00:29:27) | INFO: Logger set to INFO
2024/09/29 (00:29:27) | INFO: Running on /dev/pts/10
2024/09/29 (00:29:27) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/29 (00:29:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/29 (03:37:30) | ===> btop++ v.1.4.0
2024/09/29 (03:37:30) | INFO: Logger set to INFO
2024/09/29 (03:37:30) | INFO: Running on /dev/pts/0
2024/09/29 (03:37:30) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/29 (03:37:30) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/29 (18:22:46) | ===> btop++ v.1.4.0
2024/09/29 (18:22:46) | INFO: Logger set to INFO
2024/09/29 (18:22:46) | INFO: Running on /dev/pts/1
2024/09/29 (18:22:46) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/29 (18:22:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/01 (13:17:59) | ===> btop++ v.1.4.0
2024/10/01 (13:17:59) | INFO: Logger set to INFO
2024/10/01 (13:17:59) | INFO: Running on /dev/pts/1
2024/10/01 (13:17:59) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/01 (13:17:59) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/10/01 (13:28:08) | INFO: Quitting! Runtime: 00:10:09

2024/10/01 (15:26:32) | ===> btop++ v.1.4.0
2024/10/01 (15:26:32) | INFO: Logger set to INFO
2024/10/01 (15:26:32) | INFO: Running on /dev/pts/2
2024/10/01 (15:26:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/01 (15:26:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/02 (01:13:29) | ===> btop++ v.1.4.0
2024/10/02 (01:13:29) | INFO: Logger set to INFO
2024/10/02 (01:13:29) | INFO: Running on /dev/pts/9
2024/10/02 (01:13:29) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/02 (01:13:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/02 (01:19:02) | ===> btop++ v.1.4.0
2024/10/02 (01:19:02) | INFO: Logger set to INFO
2024/10/02 (01:19:02) | INFO: Running on /dev/pts/10
2024/10/02 (01:19:02) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/02 (01:19:02) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/02 (21:22:44) | ===> btop++ v.1.4.0
2024/10/02 (21:22:44) | INFO: Logger set to INFO
2024/10/02 (21:22:44) | INFO: Running on /dev/pts/0
2024/10/02 (21:22:44) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/02 (21:22:44) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/03 (13:42:39) | ===> btop++ v.1.4.0
2024/10/03 (13:42:39) | INFO: Logger set to INFO
2024/10/03 (13:42:39) | INFO: Running on /dev/pts/0
2024/10/03 (13:42:39) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/03 (13:42:39) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/05 (10:55:13) | ===> btop++ v.1.4.0
2024/10/05 (10:55:13) | INFO: Logger set to INFO
2024/10/05 (10:55:13) | INFO: Running on /dev/pts/1
2024/10/05 (10:55:13) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/05 (10:55:13) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/07 (12:01:52) | ===> btop++ v.1.4.0
2024/10/07 (12:01:52) | INFO: Logger set to INFO
2024/10/07 (12:01:52) | INFO: Running on /dev/pts/0
2024/10/07 (12:01:52) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/07 (12:01:52) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/07 (22:10:07) | ===> btop++ v.1.4.0
2024/10/07 (22:10:07) | INFO: Logger set to INFO
2024/10/07 (22:10:07) | INFO: Running on /dev/pts/0
2024/10/07 (22:10:07) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/07 (22:10:07) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/08 (10:00:33) | ===> btop++ v.1.4.0
2024/10/08 (10:00:33) | INFO: Logger set to INFO
2024/10/08 (10:00:33) | INFO: Running on /dev/pts/0
2024/10/08 (10:00:33) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (10:00:33) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/08 (11:58:07) | ===> btop++ v.1.4.0
2024/10/08 (11:58:07) | INFO: Logger set to INFO
2024/10/08 (11:58:07) | INFO: Running on /dev/pts/0
2024/10/08 (11:58:07) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (11:58:07) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/08 (12:12:36) | ===> btop++ v.1.4.0
2024/10/08 (12:12:36) | INFO: Logger set to INFO
2024/10/08 (12:12:36) | INFO: Running on /dev/pts/0
2024/10/08 (12:12:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (12:12:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/08 (01:49:32) | ===> btop++ v.1.3.0
2024/10/08 (01:49:32) | INFO: Logger set to INFO
2024/10/08 (01:49:32) | INFO: Running on /dev/pts/0
2024/10/08 (01:49:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (01:49:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/10/08 (01:49:42) | INFO: Quitting! Runtime: 00:00:10

2024/10/08 (01:49:51) | ===> btop++ v.1.3.0
2024/10/08 (01:49:51) | INFO: Logger set to INFO
2024/10/08 (01:49:51) | INFO: Running on /dev/pts/0
2024/10/08 (01:49:51) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (01:49:51) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/10/08 (01:50:00) | INFO: Quitting! Runtime: 00:00:09

2024/10/08 (14:50:29) | ===> btop++ v.1.4.0
2024/10/08 (14:50:29) | INFO: Logger set to INFO
2024/10/08 (14:50:29) | INFO: Running on /dev/pts/2
2024/10/08 (14:50:29) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (14:50:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/10/08 (15:14:20) | INFO: Quitting! Runtime: 00:23:51

2024/10/08 (15:14:22) | ===> btop++ v.1.4.0
2024/10/08 (15:14:22) | INFO: Logger set to INFO
2024/10/08 (15:14:22) | INFO: Running on /dev/pts/2
2024/10/08 (15:14:22) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/08 (15:14:22) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/09 (16:49:41) | ===> btop++ v.1.4.0
2024/10/09 (16:49:41) | INFO: Logger set to INFO
2024/10/09 (16:49:41) | INFO: Running on /dev/pts/3
2024/10/09 (16:49:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/09 (16:49:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/10/09 (16:53:24) | INFO: Quitting! Runtime: 00:03:43

2024/10/09 (23:43:16) | ===> btop++ v.1.4.0
2024/10/09 (23:43:16) | INFO: Logger set to INFO
2024/10/09 (23:43:16) | INFO: Running on /dev/pts/0
2024/10/09 (23:43:16) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/09 (23:43:16) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/10 (10:43:41) | ===> btop++ v.1.4.0
2024/10/10 (10:43:41) | INFO: Logger set to INFO
2024/10/10 (10:43:41) | INFO: Running on /dev/pts/2
2024/10/10 (10:43:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/10 (10:43:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/10 (10:57:41) | ===> btop++ v.1.4.0
2024/10/10 (10:57:41) | INFO: Logger set to INFO
2024/10/10 (10:57:41) | INFO: Running on /dev/pts/0
2024/10/10 (10:57:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/10 (10:57:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/10 (16:55:09) | ===> btop++ v.1.4.0
2024/10/10 (16:55:09) | INFO: Logger set to INFO
2024/10/10 (16:55:09) | INFO: Running on /dev/pts/0
2024/10/10 (16:55:09) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/10 (16:55:09) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/10 (21:19:30) | ===> btop++ v.1.4.0
2024/10/10 (21:19:30) | INFO: Logger set to INFO
2024/10/10 (21:19:30) | INFO: Running on /dev/pts/1
2024/10/10 (21:19:30) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/10 (21:19:30) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/11 (14:21:09) | ===> btop++ v.1.4.0
2024/10/11 (14:21:09) | INFO: Logger set to INFO
2024/10/11 (14:21:09) | INFO: Running on /dev/pts/0
2024/10/11 (14:21:09) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/11 (14:21:09) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/11 (14:25:41) | ===> btop++ v.1.4.0
2024/10/11 (14:25:41) | INFO: Logger set to INFO
2024/10/11 (14:25:41) | INFO: Running on /dev/pts/2
2024/10/11 (14:25:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/11 (14:25:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/12 (14:58:18) | ===> btop++ v.1.4.0
2024/10/12 (14:58:18) | INFO: Logger set to INFO
2024/10/12 (14:58:18) | INFO: Running on /dev/pts/1
2024/10/12 (14:58:18) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/12 (14:58:18) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/13 (02:35:55) | ===> btop++ v.1.4.0
2024/10/13 (02:35:55) | INFO: Logger set to INFO
2024/10/13 (02:35:55) | INFO: Running on /dev/pts/3
2024/10/13 (02:35:55) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/13 (02:35:55) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/13 (10:13:03) | ===> btop++ v.1.4.0
2024/10/13 (10:13:03) | INFO: Logger set to INFO
2024/10/13 (10:13:03) | INFO: Running on /dev/pts/5
2024/10/13 (10:13:03) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/13 (10:13:03) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/13 (10:37:12) | ===> btop++ v.1.4.0
2024/10/13 (10:37:12) | INFO: Logger set to INFO
2024/10/13 (10:37:12) | INFO: Running on /dev/pts/2
2024/10/13 (10:37:12) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/13 (10:37:12) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/14 (03:11:15) | ===> btop++ v.1.4.0
2024/10/14 (03:11:15) | INFO: Logger set to INFO
2024/10/14 (03:11:15) | INFO: Running on /dev/pts/1
2024/10/14 (03:11:15) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/14 (03:11:15) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/14 (03:14:29) | ===> btop++ v.1.4.0
2024/10/14 (03:14:29) | INFO: Logger set to INFO
2024/10/14 (03:14:29) | INFO: Running on /dev/pts/1
2024/10/14 (03:14:29) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/14 (03:14:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/14 (05:12:41) | ===> btop++ v.1.4.0
2024/10/14 (05:12:41) | INFO: Logger set to INFO
2024/10/14 (05:12:41) | INFO: Running on /dev/pts/1
2024/10/14 (05:12:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/14 (05:12:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/14 (05:32:32) | ===> btop++ v.1.4.0
2024/10/14 (05:32:32) | INFO: Logger set to INFO
2024/10/14 (05:32:32) | INFO: Running on /dev/pts/1
2024/10/14 (05:32:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/14 (05:32:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/16 (13:52:02) | ===> btop++ v.1.4.0
2024/10/16 (13:52:02) | INFO: Logger set to INFO
2024/10/16 (13:52:02) | INFO: Running on /dev/pts/0
2024/10/16 (13:52:02) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/16 (13:52:02) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/17 (13:58:09) | ===> btop++ v.1.4.0
2024/10/17 (13:58:09) | INFO: Logger set to INFO
2024/10/17 (13:58:09) | INFO: Running on /dev/pts/0
2024/10/17 (13:58:09) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/17 (13:58:09) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/18 (14:46:34) | ===> btop++ v.1.4.0
2024/10/18 (14:46:34) | INFO: Logger set to INFO
2024/10/18 (14:46:34) | INFO: Running on /dev/pts/1
2024/10/18 (14:46:34) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/18 (14:46:34) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/18 (14:46:54) | ===> btop++ v.1.4.0
2024/10/18 (14:46:54) | INFO: Logger set to INFO
2024/10/18 (14:46:54) | INFO: Running on /dev/pts/1
2024/10/18 (14:46:54) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/18 (14:46:54) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/18 (22:35:53) | ===> btop++ v.1.4.0
2024/10/18 (22:35:53) | INFO: Logger set to INFO
2024/10/18 (22:35:53) | INFO: Running on /dev/pts/2
2024/10/18 (22:35:53) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/18 (22:35:53) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/18 (22:39:29) | ===> btop++ v.1.4.0
2024/10/18 (22:39:29) | INFO: Logger set to INFO
2024/10/18 (22:39:29) | INFO: Running on /dev/pts/1
2024/10/18 (22:39:29) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/18 (22:39:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/19 (12:39:40) | ===> btop++ v.1.4.0
2024/10/19 (12:39:40) | INFO: Logger set to INFO
2024/10/19 (12:39:40) | INFO: Running on /dev/pts/0
2024/10/19 (12:39:40) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/19 (12:39:40) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/19 (13:04:59) | ===> btop++ v.1.4.0
2024/10/19 (13:04:59) | INFO: Logger set to INFO
2024/10/19 (13:04:59) | INFO: Running on /dev/pts/3
2024/10/19 (13:04:59) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/19 (13:04:59) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/19 (15:13:32) | ===> btop++ v.1.4.0
2024/10/19 (15:13:32) | INFO: Logger set to INFO
2024/10/19 (15:13:32) | INFO: Running on /dev/pts/3
2024/10/19 (15:13:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/19 (15:13:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/21 (11:03:27) | ===> btop++ v.1.4.0
2024/10/21 (11:03:27) | INFO: Logger set to INFO
2024/10/21 (11:03:27) | INFO: Running on /dev/pts/2
2024/10/21 (11:03:27) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/21 (11:03:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/21 (18:03:27) | ===> btop++ v.1.4.0
2024/10/21 (18:03:27) | INFO: Logger set to INFO
2024/10/21 (18:03:27) | INFO: Running on /dev/pts/3
2024/10/21 (18:03:27) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/21 (18:03:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/21 (22:26:37) | ===> btop++ v.1.4.0
2024/10/21 (22:26:37) | INFO: Logger set to INFO
2024/10/21 (22:26:37) | INFO: Running on /dev/pts/7
2024/10/21 (22:26:37) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/21 (22:26:37) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/21 (22:26:40) | ===> btop++ v.1.4.0
2024/10/21 (22:26:40) | INFO: Logger set to INFO
2024/10/21 (22:26:40) | INFO: Running on /dev/pts/8
2024/10/21 (22:26:40) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/21 (22:26:40) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/22 (03:35:59) | ===> btop++ v.1.4.0
2024/10/22 (03:35:59) | INFO: Logger set to INFO
2024/10/22 (03:35:59) | INFO: Running on /dev/pts/4
2024/10/22 (03:35:59) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/22 (03:35:59) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/22 (04:51:07) | ===> btop++ v.1.4.0
2024/10/22 (04:51:07) | INFO: Logger set to INFO
2024/10/22 (04:51:07) | INFO: Running on /dev/pts/3
2024/10/22 (04:51:07) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
