
2024/09/09 (15:20:06) | INFO: Running on /dev/pts/2
2024/09/09 (15:20:06) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/09 (15:20:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/10 (01:47:50) | ===> btop++ v.1.3.2
2024/09/10 (01:47:50) | INFO: Logger set to INFO
2024/09/10 (01:47:50) | INFO: Running on /dev/pts/1
2024/09/10 (01:47:50) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/10 (01:47:50) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/10 (12:59:01) | ===> btop++ v.1.3.2
2024/09/10 (12:59:01) | INFO: Logger set to INFO
2024/09/10 (12:59:01) | INFO: Running on /dev/tty3
2024/09/10 (12:59:01) | INFO: Real tty detected: setting 16 color mode and using tty friendly graph symbols
2024/09/10 (12:59:01) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/10 (12:59:01) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/10 (13:03:02) | INFO: Quitting! Runtime: 00:04:01

2024/09/11 (00:38:11) | ===> btop++ v.1.3.2
2024/09/11 (00:38:11) | INFO: Logger set to INFO
2024/09/11 (00:38:11) | INFO: Running on /dev/pts/4
2024/09/11 (00:38:11) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/11 (00:38:11) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/11 (03:20:32) | ===> btop++ v.1.3.2
2024/09/11 (03:20:32) | INFO: Logger set to INFO
2024/09/11 (03:20:32) | INFO: Running on /dev/pts/3
2024/09/11 (03:20:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/11 (03:20:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/11 (03:20:43) | INFO: Quitting! Runtime: 00:00:11

2024/09/11 (05:12:35) | ===> btop++ v.1.3.2
2024/09/11 (05:12:35) | INFO: Logger set to INFO
2024/09/11 (05:12:35) | INFO: Running on /dev/pts/1
2024/09/11 (05:12:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/11 (05:12:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/11 (05:50:36) | ===> btop++ v.1.3.2
2024/09/11 (05:50:36) | INFO: Logger set to INFO
2024/09/11 (05:50:36) | INFO: Running on /dev/pts/2
2024/09/11 (05:50:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/11 (05:50:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/12 (18:11:55) | ===> btop++ v.1.3.2
2024/09/12 (18:11:55) | INFO: Logger set to INFO
2024/09/12 (18:11:55) | INFO: Running on /dev/pts/3
2024/09/12 (18:11:55) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/12 (18:11:55) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/13 (14:40:41) | ===> btop++ v.1.3.2
2024/09/13 (14:40:41) | INFO: Logger set to INFO
2024/09/13 (14:40:41) | INFO: Running on /dev/pts/2
2024/09/13 (14:40:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/13 (14:40:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/13 (17:35:32) | ===> btop++ v.1.3.2
2024/09/13 (17:35:32) | INFO: Logger set to INFO
2024/09/13 (17:35:32) | INFO: Running on /dev/pts/2
2024/09/13 (17:35:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/13 (17:35:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/14 (14:34:56) | ===> btop++ v.1.3.2
2024/09/14 (14:34:56) | INFO: Logger set to INFO
2024/09/14 (14:34:56) | INFO: Running on /dev/pts/1
2024/09/14 (14:34:56) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/14 (14:34:56) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/14 (14:42:09) | WARNING: Failed to get disk/partition stats for mount "/run/media/n00dlephr0g/tiny11\040b1" with statvfs error code: 2. Ignoring...

2024/09/14 (14:47:35) | ===> btop++ v.1.3.2
2024/09/14 (14:47:35) | INFO: Logger set to INFO
2024/09/14 (14:47:35) | INFO: Running on /dev/pts/1
2024/09/14 (14:47:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/14 (14:47:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/14 (14:47:35) | WARNING: Failed to get disk/partition stats for mount "/run/media/n00dlephr0g/tiny11\040b1" with statvfs error code: 2. Ignoring...
2024/09/14 (16:19:01) | INFO: Quitting! Runtime: 01:31:26

2024/09/15 (13:56:26) | ===> btop++ v.1.3.2
2024/09/15 (13:56:26) | INFO: Logger set to INFO
2024/09/15 (13:56:26) | INFO: Running on /dev/pts/0
2024/09/15 (13:56:26) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (13:56:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/15 (13:56:44) | ===> btop++ v.1.3.2
2024/09/15 (13:56:44) | INFO: Logger set to INFO
2024/09/15 (13:56:44) | INFO: Running on /dev/pts/1
2024/09/15 (13:56:45) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (13:56:45) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/15 (14:33:54) | ===> btop++ v.1.3.2
2024/09/15 (14:33:54) | INFO: Logger set to INFO
2024/09/15 (14:33:54) | INFO: Running on /dev/pts/1
2024/09/15 (14:33:54) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (14:33:54) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/15 (15:05:57) | ===> btop++ v.1.3.2
2024/09/15 (15:05:57) | INFO: Logger set to INFO
2024/09/15 (15:05:57) | INFO: Running on /dev/pts/1
2024/09/15 (15:05:57) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (15:05:57) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/15 (21:42:32) | ===> btop++ v.1.3.2
2024/09/15 (21:42:32) | INFO: Logger set to INFO
2024/09/15 (21:42:32) | INFO: Running on /dev/pts/1
2024/09/15 (21:42:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (21:42:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/15 (21:57:33) | ===> btop++ v.1.3.2
2024/09/15 (21:57:33) | INFO: Logger set to INFO
2024/09/15 (21:57:33) | INFO: Running on /dev/pts/0
2024/09/15 (21:57:33) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (21:57:33) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/15 (21:57:39) | INFO: Quitting! Runtime: 00:00:06

2024/09/15 (22:13:22) | ===> btop++ v.1.3.2
2024/09/15 (22:13:22) | INFO: Logger set to INFO
2024/09/15 (22:13:22) | INFO: Running on /dev/pts/1
2024/09/15 (22:13:22) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (22:13:22) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/15 (23:36:06) | ===> btop++ v.1.3.2
2024/09/15 (23:36:06) | INFO: Logger set to INFO
2024/09/15 (23:36:06) | INFO: Running on /dev/pts/0
2024/09/15 (23:36:07) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/15 (23:36:07) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (15:39:29) | ===> btop++ v.1.3.2
2024/09/16 (15:39:29) | INFO: Logger set to INFO
2024/09/16 (15:39:29) | INFO: Running on /dev/pts/2
2024/09/16 (15:39:29) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (15:39:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (15:59:01) | ===> btop++ v.1.3.2
2024/09/16 (15:59:01) | INFO: Logger set to INFO
2024/09/16 (15:59:01) | INFO: Running on /dev/pts/4
2024/09/16 (15:59:01) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (15:59:01) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (16:01:42) | ===> btop++ v.1.3.2
2024/09/16 (16:01:42) | INFO: Logger set to INFO
2024/09/16 (16:01:42) | INFO: Running on /dev/pts/1
2024/09/16 (16:01:42) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (16:01:42) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (16:01:44) | ===> btop++ v.1.3.2
2024/09/16 (16:01:44) | INFO: Logger set to INFO
2024/09/16 (16:01:44) | INFO: Running on /dev/pts/2
2024/09/16 (16:01:44) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (16:01:44) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (16:02:25) | ===> btop++ v.1.3.2
2024/09/16 (16:02:25) | INFO: Logger set to INFO
2024/09/16 (16:02:25) | INFO: Running on /dev/pts/0
2024/09/16 (16:02:25) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (16:02:25) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (16:02:25) | ===> btop++ v.1.3.2
2024/09/16 (16:02:25) | INFO: Logger set to INFO
2024/09/16 (16:02:25) | INFO: Running on /dev/pts/2
2024/09/16 (16:02:25) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (16:02:25) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (16:02:26) | ===> btop++ v.1.3.2
2024/09/16 (16:02:26) | INFO: Logger set to INFO
2024/09/16 (16:02:26) | INFO: Running on /dev/pts/3
2024/09/16 (16:02:26) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (16:02:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (16:22:43) | ===> btop++ v.1.3.2
2024/09/16 (16:22:43) | INFO: Logger set to INFO
2024/09/16 (16:22:43) | INFO: Running on /dev/pts/0
2024/09/16 (16:22:43) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (16:22:43) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (17:58:29) | ===> btop++ v.1.3.2
2024/09/16 (17:58:29) | INFO: Logger set to INFO
2024/09/16 (17:58:29) | INFO: Running on /dev/pts/2
2024/09/16 (17:58:29) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (17:58:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (21:47:08) | ===> btop++ v.1.3.2
2024/09/16 (21:47:08) | INFO: Logger set to INFO
2024/09/16 (21:47:08) | INFO: Running on /dev/pts/1
2024/09/16 (21:47:08) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (21:47:08) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (23:32:47) | ===> btop++ v.1.3.2
2024/09/16 (23:32:47) | INFO: Logger set to INFO
2024/09/16 (23:32:47) | INFO: Running on /dev/pts/1
2024/09/16 (23:32:47) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (23:32:47) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (23:32:47) | ===> btop++ v.1.3.2
2024/09/16 (23:32:47) | INFO: Logger set to INFO
2024/09/16 (23:32:47) | INFO: Running on /dev/pts/2
2024/09/16 (23:32:47) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (23:32:47) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (23:32:48) | ===> btop++ v.1.3.2
2024/09/16 (23:32:48) | INFO: Logger set to INFO
2024/09/16 (23:32:48) | INFO: Running on /dev/pts/3
2024/09/16 (23:32:48) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/16 (23:32:48) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/16 (23:32:48) | ===> btop++ v.1.3.2
2024/09/16 (23:32:48) | INFO: Logger set to INFO
2024/09/16 (23:32:48) | INFO: Running on /dev/pts/4
2024/09/16 (23:32:48) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
